id,week,home_id,home_team,home_points,away_id,away_team,away_points
401012825,7,120,Maryland,34,164,Rutgers,7
401013340,7,77,Northwestern,34,158,Nebraska,31
401013145,7,59,Georgia Tech,14,150,Duke,28
401013144,7,103,Boston College,38,97,Louisville,20
401015018,7,242,Rice,0,5,UAB,42
401015017,7,249,North Texas,30,2572,Southern Mississippi,7
401013452,7,2335,Liberty,22,2653,Troy,16
401020810,7,193,Miami (OH),31,2309,Kent State,6
401013148,7,87,Notre Dame,19,221,Pittsburgh,14
401020760,7,189,Bowling Green,35,2711,Western Michigan,42
401020757,7,2117,Central Michigan,23,2050,Ball State,24
401019508,7,2426,Navy,17,218,Temple,24
401012883,7,213,Penn State,17,127,Michigan State,21
401012766,7,2483,Oregon,30,264,Washington,27
401012311,7,2579,South Carolina,23,245,Texas A&M,26
401015016,7,295,Old Dominion,20,276,Marshall,42
401013370,7,23,San José State,3,349,Army,52
401015013,7,2429,Charlotte,40,98,Western Kentucky,14
401020758,7,2459,Northern Illinois,24,195,Ohio,21
401013032,7,251,Texas,23,239,Baylor,17
401012310,7,99,LSU,36,61,Georgia,16
401019506,7,235,Memphis,30,2116,UCF,31
401012809,7,356,Illinois,7,2509,Purdue,46
401022535,7,36,Colorado State,20,167,New Mexico,18
401022536,7,328,Utah State,59,2439,UNLV,28
401013442,7,309,Louisiana,66,166,New Mexico State,38
401021675,7,6,South Alabama,45,2011,Alabama State,7
401021674,7,324,Coastal Carolina,20,2433,Louisiana Monroe,45
401013147,7,153,North Carolina,19,259,Virginia Tech,22
401012767,7,25,California,7,26,UCLA,30
401012307,7,333,Alabama,39,142,Missouri,10
401015015,7,2636,UT San Antonio,3,2348,Louisiana Tech,31
401013043,7,66,Iowa State,30,277,West Virginia,14
401013146,7,258,Virginia,16,2390,Miami,13
401019507,7,151,East Carolina,20,248,Houston,42
401012308,7,8,Arkansas,33,145,Ole Miss,37
401012893,7,130,Michigan,38,275,Wisconsin,13
401015014,7,2229,Florida International,24,2393,Middle Tennessee,21
401016408,7,252,BYU,49,62,Hawai'i,23
401022537,7,278,Fresno State,27,2751,Wyoming,3
401012765,7,30,USC,31,38,Colorado,20
401022534,7,2440,Nevada,27,68,Boise State,31
401021676,8,2032,Arkansas State,51,2247,Georgia State,35
401012768,8,9,Arizona State,13,24,Stanford,20
401022538,8,68,Boise State,56,36,Colorado State,28
401022539,8,2439,UNLV,35,2005,Air Force,41
401012867,8,2294,Iowa,23,120,Maryland,0
401019510,8,218,Temple,24,2132,Cincinnati,17
401013371,8,349,Army,31,193,Miami (OH),30
401020763,8,2649,Toledo,17,2084,Buffalo,31
401012316,8,145,Ole Miss,16,2,Auburn,31
401012846,8,164,Rutgers,15,77,Northwestern,18
401012810,8,275,Wisconsin,49,356,Illinois,20
401012884,8,127,Michigan State,7,130,Michigan,21
401013068,8,2628,TCU,27,201,Oklahoma,52
401012313,8,8,Arkansas,23,202,Tulsa,0
401013152,8,183,Syracuse,40,153,North Carolina,37
401013150,8,150,Duke,14,258,Virginia,28
401020762,8,195,Ohio,49,189,Bowling Green,14
401013453,8,2335,Liberty,48,304,Idaho State,41
401022540,8,2751,Wyoming,16,328,Utah State,24
401015021,8,276,Marshall,31,2226,Florida Atlantic,7
401020765,8,2117,Central Michigan,10,2711,Western Michigan,35
401020764,8,2050,Ball State,20,2199,Eastern Michigan,42
401015019,8,2393,Middle Tennessee,21,2429,Charlotte,13
401012318,8,2633,Tennessee,21,333,Alabama,58
401019512,8,2426,Navy,36,248,Houston,49
401012857,8,84,Indiana,28,213,Penn State,33
401015022,8,2348,Louisiana Tech,31,2638,UTEP,24
401019513,8,2655,Tulane,23,2567,SMU,27
401021677,8,2026,Appalachian State,27,309,Louisiana,17
401013151,8,52,Florida State,38,154,Wake Forest,17
401013149,8,228,Clemson,41,152,NC State,7
401020761,8,2309,Kent State,23,2006,Akron,24
401012772,8,264,Washington,27,38,Colorado,13
401013363,8,113,UMass,13,324,Coastal Carolina,24
401013332,8,158,Nebraska,53,135,Minnesota,28
401013052,8,2641,Texas Tech,48,2305,Kansas,16
401012771,8,204,Oregon State,7,25,California,49
401012317,8,142,Missouri,65,235,Memphis,33
401013443,8,166,New Mexico State,31,290,Georgia Southern,48
401015025,8,2572,Southern Mississippi,27,2636,UT San Antonio,17
401021678,8,2433,Louisiana Monroe,20,326,Texas State,14
401019509,8,151,East Carolina,10,2116,UCF,37
401019511,8,58,South Florida,38,41,Connecticut,30
401012315,8,99,LSU,19,344,Mississippi State,3
401012314,8,96,Kentucky,14,238,Vanderbilt,7
401013348,8,2509,Purdue,49,194,Ohio State,20
401012773,8,265,Washington State,34,2483,Oregon,20
401015023,8,5,UAB,29,249,North Texas,21
401022541,8,167,New Mexico,7,278,Fresno State,38
401015024,8,98,Western Kentucky,34,295,Old Dominion,37
401015020,8,2229,Florida International,36,242,Rice,17
401012770,8,254,Utah,41,30,USC,28
401012769,8,26,UCLA,31,12,Arizona,30
401022543,8,21,San Diego State,16,23,San José State,13
401022542,8,62,Hawai'i,22,2440,Nevada,40
401021679,9,6,South Alabama,17,2653,Troy,38
401013033,9,277,West Virginia,58,239,Baylor,14
401020766,9,195,Ohio,52,2050,Ball State,14
401020767,9,2711,Western Michigan,24,2649,Toledo,51
401013153,9,259,Virginia Tech,28,59,Georgia Tech,49
401021680,9,290,Georgia Southern,34,2026,Appalachian State,14
401015028,9,2226,Florida Atlantic,13,2348,Louisiana Tech,21
401013154,9,103,Boston College,27,2390,Miami,14
401012858,9,135,Minnesota,38,84,Indiana,31
401022546,9,36,Colorado State,21,2751,Wyoming,34
401012774,9,26,UCLA,10,254,Utah,41
401013155,9,52,Florida State,10,228,Clemson,59
401013157,9,97,Louisville,35,154,Wake Forest,56
401012319,9,8,Arkansas,31,238,Vanderbilt,45
401085385,9,158,Nebraska,45,2065,Bethune-Cookman,9
401013364,9,41,Connecticut,17,113,UMass,22
401012885,9,127,Michigan State,23,2509,Purdue,13
401013372,9,2199,Eastern Michigan,22,349,Army,37
401013344,9,77,Northwestern,31,275,Wisconsin,17
401020768,9,2006,Akron,17,2117,Central Michigan,10
401013044,9,66,Iowa State,40,2641,Texas Tech,31
401013158,9,258,Virginia,31,153,North Carolina,21
401021682,9,2247,Georgia State,34,324,Coastal Carolina,37
401015026,9,2429,Charlotte,20,2572,Southern Mississippi,17
401012777,9,38,Colorado,34,204,Oregon State,41
401013053,9,2305,Kansas,27,2628,TCU,26
401012776,9,30,USC,35,9,Arizona State,38
401012811,9,120,Maryland,63,356,Illinois,33
401013156,9,221,Pittsburgh,54,150,Duke,45
401013062,9,201,Oklahoma,51,2306,Kansas State,14
401019515,9,248,Houston,57,58,South Florida,36
401012868,9,213,Penn State,30,2294,Iowa,24
401016409,9,252,BYU,6,2459,Northern Illinois,7
401015029,9,295,Old Dominion,17,2393,Middle Tennessee,51
401019514,9,2567,SMU,20,2132,Cincinnati,26
401012320,9,61,Georgia,36,57,Florida,17
401015030,9,249,North Texas,41,242,Rice,17
401012322,9,142,Missouri,14,96,Kentucky,16
401022545,9,328,Utah State,61,167,New Mexico,19
401022549,9,23,San José State,50,2439,UNLV,37
401012778,9,25,California,12,264,Washington,10
401022544,9,2005,Air Force,38,68,Boise State,48
401013159,9,183,Syracuse,51,152,NC State,41
401021681,9,309,Louisiana,47,2032,Arkansas State,43
401012321,9,344,Mississippi State,28,245,Texas A&M,13
401012779,9,24,Stanford,38,265,Washington State,41
401013444,9,326,Texas State,27,166,New Mexico State,20
401019516,9,202,Tulsa,17,2655,Tulane,24
401015027,9,98,Western Kentucky,17,2229,Florida International,38
401012323,9,2579,South Carolina,27,2633,Tennessee,24
401015031,9,2638,UTEP,0,5,UAB,19
401013320,9,197,Oklahoma State,38,251,Texas,35
401013189,9,2426,Navy,22,87,Notre Dame,44
401022548,9,2440,Nevada,28,21,San Diego State,24
401022547,9,278,Fresno State,50,62,Hawai'i,20
401012775,9,12,Arizona,44,2483,Oregon,15
401020770,10,2084,Buffalo,51,193,Miami (OH),42
401020769,10,189,Bowling Green,28,2309,Kent State,35
401020771,10,2649,Toledo,45,2050,Ball State,13
401020773,10,2711,Western Michigan,14,195,Ohio,59
401020772,10,2006,Akron,26,2459,Northern Illinois,36
401019517,10,2116,UCF,52,218,Temple,40
401013160,10,258,Virginia,13,221,Pittsburgh,23
401015034,10,2393,Middle Tennessee,29,98,Western Kentucky,10
401012780,10,12,Arizona,42,38,Colorado,34
401013373,10,349,Army,17,2005,Air Force,14
401012847,10,275,Wisconsin,31,164,Rutgers,17
401019520,10,151,East Carolina,41,235,Memphis,59
401013341,10,194,Ohio State,36,158,Nebraska,31
401013162,10,228,Clemson,77,97,Louisville,16
401013045,10,2305,Kansas,3,66,Iowa State,27
401013034,10,239,Baylor,35,197,Oklahoma State,31
401020774,10,2199,Eastern Michigan,17,2117,Central Michigan,7
401012877,10,120,Maryland,3,127,Michigan State,24
401013166,10,154,Wake Forest,24,183,Syracuse,41
401012328,10,145,Ole Miss,44,2579,South Carolina,48
401012324,10,2,Auburn,28,245,Texas A&M,24
401013165,10,153,North Carolina,28,59,Georgia Tech,38
401021686,10,2247,Georgia State,30,326,Texas State,40
401022552,10,2751,Wyoming,24,23,San José State,9
401021684,10,2032,Arkansas State,38,6,South Alabama,14
401021685,10,2433,Louisiana Monroe,44,290,Georgia Southern,25
401015033,10,2572,Southern Mississippi,26,276,Marshall,24
401013188,10,251,Texas,41,277,West Virginia,42
401012869,10,2509,Purdue,38,2294,Iowa,36
401015035,10,242,Rice,26,2638,UTEP,34
401021687,10,2653,Troy,26,309,Louisiana,16
401012812,10,356,Illinois,55,135,Minnesota,31
401019521,10,58,South Florida,15,2655,Tulane,41
401013063,10,2628,TCU,14,2306,Kansas State,13
401013365,10,113,UMass,62,2335,Liberty,59
401019518,10,2132,Cincinnati,42,2426,Navy,0
401013164,10,152,NC State,47,52,Florida State,28
401012326,10,96,Kentucky,17,61,Georgia,34
401012894,10,130,Michigan,42,213,Penn State,7
401013161,10,259,Virginia Tech,21,103,Boston College,31
401012330,10,2633,Tennessee,14,2429,Charlotte,3
401013445,10,166,New Mexico State,52,2016,Alcorn State,42
401012325,10,57,Florida,17,142,Missouri,38
401012781,10,9,Arizona State,38,254,Utah,20
401021683,10,324,Coastal Carolina,7,2026,Appalachian State,23
401013163,10,2390,Miami,12,150,Duke,20
401019519,10,202,Tulsa,49,41,Connecticut,19
401019522,10,2567,SMU,45,248,Houston,31
401013345,10,77,Northwestern,21,87,Notre Dame,31
401012329,10,344,Mississippi State,45,2348,Louisiana Tech,3
401012782,10,2483,Oregon,42,26,UCLA,21
401015032,10,2229,Florida International,14,2226,Florida Atlantic,49
401015036,10,5,UAB,52,2636,UT San Antonio,3
401012327,10,99,LSU,0,333,Alabama,29
401013069,10,2641,Texas Tech,46,201,Oklahoma,51
401012784,10,264,Washington,27,24,Stanford,23
401012783,10,204,Oregon State,21,30,USC,38
401016410,10,68,Boise State,21,252,BYU,16
401022550,10,167,New Mexico,23,21,San Diego State,31
401022553,10,2439,UNLV,3,278,Fresno State,48
401012785,10,265,Washington State,19,25,California,13
401022551,10,62,Hawai'i,17,328,Utah State,56
401020775,11,2084,Buffalo,48,2309,Kent State,14
401020776,11,193,Miami (OH),30,195,Ohio,28
401020777,11,2459,Northern Illinois,38,2649,Toledo,15
401013167,11,152,NC State,23,154,Wake Forest,27
401013168,11,183,Syracuse,54,97,Louisville,23
401022556,11,68,Boise State,24,278,Fresno State,17
401019525,11,41,Connecticut,50,2567,SMU,62
401012333,11,57,Florida,35,2579,South Carolina,31
401013077,11,277,West Virginia,47,2628,TCU,10
401012335,11,142,Missouri,33,238,Vanderbilt,28
401012813,11,158,Nebraska,54,356,Illinois,35
401013054,11,2306,Kansas State,21,2305,Kansas,17
401013366,11,113,UMass,16,252,BYU,35
401020778,11,2199,Eastern Michigan,27,2006,Akron,7
401013374,11,349,Army,31,322,Lafayette,13
401019528,11,235,Memphis,47,202,Tulsa,21
401012859,11,84,Indiana,34,120,Maryland,32
401012337,11,245,Texas A&M,38,145,Ole Miss,24
401012886,11,127,Michigan State,6,194,Ohio State,26
401013351,11,213,Penn State,22,275,Wisconsin,10
401019523,11,2116,UCF,35,2426,Navy,24
401013170,11,150,Duke,42,153,North Carolina,35
401021689,11,290,Georgia Southern,21,2653,Troy,35
401012786,11,9,Arizona State,31,26,UCLA,28
401015037,11,276,Marshall,30,2429,Charlotte,13
401013174,11,258,Virginia,45,2335,Liberty,24
401020779,11,2117,Central Michigan,13,189,Bowling Green,24
401015041,11,2638,UTEP,32,2393,Middle Tennessee,48
401013333,11,135,Minnesota,41,2509,Purdue,10
401012788,11,38,Colorado,7,265,Washington State,31
401012336,11,2633,Tennessee,24,96,Kentucky,7
401013070,11,201,Oklahoma,48,197,Oklahoma State,47
401022554,11,2005,Air Force,42,167,New Mexico,24
401012331,11,333,Alabama,24,344,Mississippi State,0
401013173,11,221,Pittsburgh,52,259,Virginia Tech,22
401012848,11,164,Rutgers,7,130,Michigan,42
401015042,11,295,Old Dominion,34,249,North Texas,31
401013035,11,66,Iowa State,28,239,Baylor,14
401012870,11,2294,Iowa,10,77,Northwestern,14
401022557,11,328,Utah State,62,23,San José State,24
401019526,11,2655,Tulane,24,151,East Carolina,18
401021702,11,326,Texas State,7,2026,Appalachian State,38
401021690,11,309,Louisiana,36,2247,Georgia State,22
401021691,11,6,South Alabama,10,2433,Louisiana Monroe,38
401021688,11,324,Coastal Carolina,16,2032,Arkansas State,44
401015039,11,2226,Florida Atlantic,34,98,Western Kentucky,15
401012789,11,254,Utah,32,2483,Oregon,25
401015040,11,2348,Louisiana Tech,28,242,Rice,13
401015038,11,2636,UT San Antonio,7,2229,Florida International,45
401013172,11,59,Georgia Tech,27,2390,Miami,21
401019527,11,248,Houston,49,218,Temple,59
401012334,11,61,Georgia,27,2,Auburn,10
401019524,11,2132,Cincinnati,35,58,South Florida,23
401013171,11,87,Notre Dame,42,52,Florida State,13
401012332,11,8,Arkansas,17,99,LSU,24
401015043,11,5,UAB,26,2572,Southern Mississippi,23
401013321,11,2641,Texas Tech,34,251,Texas,41
401013169,11,103,Boston College,7,228,Clemson,27
401012790,11,24,Stanford,48,204,Oregon State,17
401022558,11,21,San Diego State,24,2439,UNLV,27
401022555,11,2440,Nevada,49,36,Colorado State,10
401012787,11,30,USC,14,25,California,15
401020780,12,2050,Ball State,42,2711,Western Michigan,41
401020781,12,195,Ohio,52,2084,Buffalo,17
401020782,12,2459,Northern Illinois,7,193,Miami (OH),13
401020783,12,2309,Kent State,34,2649,Toledo,56
401019529,12,248,Houston,48,2655,Tulane,17
401015045,12,249,North Texas,41,2226,Florida Atlantic,38
401022560,12,167,New Mexico,14,68,Boise State,45
401019530,12,2567,SMU,18,235,Memphis,28
401012849,12,164,Rutgers,7,213,Penn State,20
401012338,12,333,Alabama,50,2643,The Citadel,17
401012340,12,57,Florida,63,70,Idaho,10
401012887,12,158,Nebraska,9,127,Michigan State,6
401013375,12,349,Army,28,2142,Colgate,14
401013036,12,239,Baylor,9,2628,TCU,16
401012344,12,344,Mississippi State,52,8,Arkansas,6
401013181,12,154,Wake Forest,13,221,Pittsburgh,34
401013334,12,135,Minnesota,14,77,Northwestern,24
401012342,12,96,Kentucky,34,2393,Middle Tennessee,23
401012878,12,120,Maryland,51,194,Ohio State,52
401019533,12,218,Temple,27,58,South Florida,17
401013178,12,97,Louisville,10,152,NC State,52
401012792,12,38,Colorado,7,254,Utah,30
401015044,12,2429,Charlotte,35,2229,Florida International,42
401022561,12,36,Colorado State,24,328,Utah State,29
401015048,12,295,Old Dominion,77,2678,VMI,14
401015047,12,276,Marshall,23,2636,UT San Antonio,0
401013182,12,87,Notre Dame,36,183,Syracuse,3
401021692,12,2026,Appalachian State,45,2247,Georgia State,17
401013180,12,153,North Carolina,49,2717,Western Carolina,26
401022562,12,23,San José State,12,2440,Nevada,21
401021693,12,2032,Arkansas State,31,2433,Louisiana Monroe,17
401012814,12,356,Illinois,0,2294,Iowa,63
401020784,12,2006,Akron,6,189,Bowling Green,21
401019534,12,2426,Navy,37,202,Tulsa,29
401013179,12,259,Virginia Tech,14,2390,Miami,38
401013353,12,2509,Purdue,44,275,Wisconsin,47
401013175,12,52,Florida State,22,103,Boston College,21
401012791,12,26,UCLA,34,30,USC,27
401013177,12,59,Georgia Tech,30,258,Virginia,27
401021696,12,2653,Troy,12,326,Texas State,7
401013327,12,197,Oklahoma State,45,277,West Virginia,41
401015046,12,2572,Southern Mississippi,21,2348,Louisiana Tech,20
401012346,12,2633,Tennessee,17,142,Missouri,50
401013064,12,2306,Kansas State,21,2641,Texas Tech,6
401012339,12,2,Auburn,53,2335,Liberty,0
401022559,12,2751,Wyoming,35,2005,Air Force,27
401012341,12,61,Georgia,66,113,UMass,27
401012860,12,130,Michigan,31,84,Indiana,20
401012794,12,264,Washington,42,204,Oregon State,23
401021695,12,309,Louisiana,48,6,South Alabama,38
401021694,12,324,Coastal Carolina,17,290,Georgia Southern,41
401019532,12,151,East Carolina,55,41,Connecticut,21
401012347,12,245,Texas A&M,41,5,UAB,20
401013176,12,228,Clemson,35,150,Duke,6
401012343,12,99,LSU,42,242,Rice,10
401012345,12,2579,South Carolina,49,236,Chattanooga,9
401015049,12,98,Western Kentucky,40,2638,UTEP,16
401013055,12,201,Oklahoma,55,2305,Kansas,40
401012348,12,238,Vanderbilt,36,145,Ole Miss,29
401019531,12,2116,UCF,38,2132,Cincinnati,13
401013046,12,251,Texas,24,66,Iowa State,10
401013446,12,252,BYU,45,166,New Mexico State,10
401012795,12,265,Washington State,69,12,Arizona,28
401022563,12,278,Fresno State,23,21,San Diego State,14
401012793,12,2483,Oregon,31,9,Arizona State,29
401022564,12,62,Hawai'i,35,2439,UNLV,28
401020785,13,193,Miami (OH),42,2050,Ball State,21
401020786,13,2711,Western Michigan,28,2459,Northern Illinois,21
401022565,13,2005,Air Force,27,36,Colorado State,19
401012349,13,145,Ole Miss,3,344,Mississippi State,35
401020790,13,2309,Kent State,20,2199,Eastern Michigan,28
401013056,13,2305,Kansas,17,251,Texas,24
401020789,13,2649,Toledo,51,2117,Central Michigan,13
401019537,13,235,Memphis,52,248,Houston,31
401012871,13,2294,Iowa,31,158,Nebraska,28
401020787,13,195,Ohio,49,2006,Akron,28
401020788,13,189,Bowling Green,14,2084,Buffalo,44
401012354,13,142,Missouri,38,8,Arkansas,0
401021699,13,6,South Alabama,31,324,Coastal Carolina,28
401013183,13,259,Virginia Tech,34,258,Virginia,31
401019536,13,2132,Cincinnati,56,151,East Carolina,6
401012797,13,204,Oregon State,15,2483,Oregon,55
401019535,13,58,South Florida,10,2116,UCF,38
401013071,13,277,West Virginia,56,201,Oklahoma,59
401012798,13,265,Washington State,15,264,Washington,28
401012895,13,194,Ohio State,62,130,Michigan,39
401012861,13,84,Indiana,21,2509,Purdue,28
401012352,13,61,Georgia,45,59,Georgia Tech,21
401015052,13,2348,Louisiana Tech,15,98,Western Kentucky,30
401013037,13,2641,Texas Tech,24,239,Baylor,35
401013184,13,103,Boston College,21,183,Syracuse,42
401012351,13,52,Florida State,14,57,Florida,41
401015051,13,2229,Florida International,25,276,Marshall,28
401019539,13,2655,Tulane,29,2426,Navy,28
401013187,13,153,North Carolina,28,152,NC State,34
401013185,13,150,Duke,7,154,Wake Forest,59
401015055,13,242,Rice,27,295,Old Dominion,13
401021700,13,2247,Georgia State,14,290,Georgia Southern,35
401013447,13,2335,Liberty,28,166,New Mexico State,21
401022567,13,167,New Mexico,3,2751,Wyoming,31
401021697,13,2026,Appalachian State,21,2653,Troy,10
401021701,13,2433,Louisiana Monroe,28,309,Louisiana,31
401012801,13,26,UCLA,42,24,Stanford,49
401015056,13,2638,UTEP,7,2572,Southern Mississippi,39
401015053,13,2393,Middle Tennessee,27,5,UAB,3
401013335,13,275,Wisconsin,15,135,Minnesota,37
401012815,13,77,Northwestern,24,356,Illinois,16
401019538,13,41,Connecticut,7,218,Temple,57
401012799,13,12,Arizona,40,9,Arizona State,41
401012350,13,333,Alabama,52,2,Auburn,21
401012879,13,213,Penn State,38,120,Maryland,3
401013186,13,2390,Miami,24,221,Pittsburgh,3
401019540,13,202,Tulsa,27,2567,SMU,24
401012850,13,127,Michigan State,14,164,Rutgers,10
401021698,13,326,Texas State,7,2032,Arkansas State,33
401012357,13,238,Vanderbilt,38,2633,Tennessee,13
401015050,13,2226,Florida Atlantic,24,2429,Charlotte,27
401013047,13,66,Iowa State,42,2306,Kansas State,38
401012353,13,97,Louisville,10,96,Kentucky,56
401012355,13,228,Clemson,56,2579,South Carolina,35
401022570,13,278,Fresno State,31,23,San José State,13
401015054,13,2636,UT San Antonio,21,249,North Texas,24
401012803,13,25,California,33,38,Colorado,21
401012356,13,245,Texas A&M,74,99,LSU,72
401012800,13,30,USC,17,87,Notre Dame,24
401013078,13,2628,TCU,31,197,Oklahoma State,24
401022569,13,2439,UNLV,34,2440,Nevada,29
401012802,13,254,Utah,35,252,BYU,27
401022566,13,68,Boise State,33,328,Utah State,24
401022568,13,21,San Diego State,30,62,Hawai'i,31
401056696,14,2084,Buffalo,29,2459,Northern Illinois,30
401056704,14,264,Washington,10,254,Utah,3
401098253,14,2579,South Carolina,28,2006,Akron,3
401082044,14,66,Iowa State,27,2181,Drake,24
401088766,14,152,NC State,58,151,East Carolina,3
401056701,14,2026,Appalachian State,30,309,Louisiana,19
401056698,14,201,Oklahoma,39,251,Texas,27
401100159,14,259,Virginia Tech,41,276,Marshall,20
401056703,14,2393,Middle Tennessee,25,5,UAB,27
401081953,14,2335,Liberty,52,2450,Norfolk State,17
401099853,14,25,California,13,24,Stanford,23
401056699,14,2116,UCF,56,235,Memphis,41
401056705,14,61,Georgia,28,333,Alabama,35
401056700,14,68,Boise State,16,278,Fresno State,19
401056697,14,221,Pittsburgh,10,228,Clemson,42
401056702,14,194,Ohio State,45,77,Northwestern,24
401013376,15,349,Army,17,2426,Navy,10
